municipio,pj,url,ar,tem_pj
União Paulista,Macaubal,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sao_jose/sjrp_macaubal,São José do Rio Preto,Não
Valentim Gentil,Votuporanga,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sao_jose/sjrp_votuporanga,São José do Rio Preto,Não
Vitória Brasil,Jales,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sao_jose/sjrp_jales,São José do Rio Preto,Não
Álvares Florence,Votuporanga,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_sao_jose/sjrp_votuporanga,São José do Rio Preto,Não
Alfredo Marcondes,Presidente Prudente,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_presidente_prudente,Presidente Prudente,Não
Anhumas,Presidente Prudente,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_presidente_prudente,Presidente Prudente,Não
Arco-Íris,Tupã,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_tupa,Presidente Prudente,Não
Borá,Paraguaçu Paulista,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_paraguacu_paulista,Presidente Prudente,Não
Caiabu,Regente Feijó,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_regente_feijo,Presidente Prudente,Não
Caiuá,Presidente Epitácio,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_presidente_epitacio,Presidente Prudente,Não
Cruzália,Maracaí,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_maracai,Presidente Prudente,Não
Echaporã,Assis,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_assis,Presidente Prudente,Não
Emilianópolis,Presidente Bernardes,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_presidente_bernardes,Presidente Prudente,Não
Estrela do Norte,Pirapozinho,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_pirapozinho,Presidente Prudente,Não
Euclides da Cunha Paulista,Teodoro Sampaio,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_teodoro_sampaio,Presidente Prudente,Não
Flora Rica,Pacaembu,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_pacaembu,Presidente Prudente,Não
Florínia,Assis,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_assis,Presidente Prudente,Não
Herculândia,Tupã,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_tupa,Presidente Prudente,Não
Iacri,Bastos,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_bastos,Presidente Prudente,Não
Indiana,Martinópolis,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_martinopolis,Presidente Prudente,Não
Inúbia Paulista,Lucélia,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_lucelia,Presidente Prudente,Não
Irapuru,Pacaembu,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_pacaembu,Presidente Prudente,Não
João Ramalho,Quatá,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_quata,Presidente Prudente,Não
Lutécia,Paraguaçu Paulista,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_paraguacu_paulista,Presidente Prudente,Não
Marabá Paulista,Presidente Venceslau,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_presidente_venceslau,Presidente Prudente,Não
Mariápolis,Adamantina,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_adamantina,Presidente Prudente,Não
Monte Castelo,Tupi Paulista,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_tupi_paulista,Presidente Prudente,Não
Nantes,Iepê,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_iepe,Presidente Prudente,Não
Narandiba,Pirapozinho,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_pirapozinho,Presidente Prudente,Não
Nova Guataporanga,Tupi Paulista,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_tupi_paulista,Presidente Prudente,Não
Oscar Bressane,Paraguaçu Paulista,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_paraguacu_paulista,Presidente Prudente,Não
Ouro Verde,Dracena,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_dracena,Presidente Prudente,Não
Parapuã,Osvaldo Cruz,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_osvaldo_cruz,Presidente Prudente,Não
Paulicéia,Panorama,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_panorama,Presidente Prudente,Não
Pedrinhas Paulista,Maracaí,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_maracai,Presidente Prudente,Não
Piquerobi,Santo Anastácio,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_santo_anastacio,Presidente Prudente,Não
Pracinha,Lucélia,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_lucelia,Presidente Prudente,Não
Queiroz,Tupã,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_tupa,Presidente Prudente,Não
Ribeirão dos indíos,Santo Anastácio,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_santo_anastacio,Presidente Prudente,Não
Rinópolis,Tupã,"http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_tupa
",Presidente Prudente,Não
Sagres,Osvaldo Cruz,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_osvaldo_cruz,Presidente Prudente,Não
Salmourão,Osvaldo Cruz,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_osvaldo_cruz,Presidente Prudente,Não
Sandovalina,Pirapozinho,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_pirapozinho,Presidente Prudente,Não
Santa Mercedes,Panorama,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_panorama,Presidente Prudente,Não
Santo Expedito,Presidente Prudente,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_presidente_prudente,Presidente Prudente,Não
São João do Pau d'Alho,Tupi Paulista,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_tupi_paulista,Presidente Prudente,Não
Taciba,Regente Feijó,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_regente_feijo,Presidente Prudente,Não
Tarabaí,Pirapozinho,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_pirapozinho,Presidente Prudente,Não
Tarumã,Assis,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_assis,Presidente Prudente,Não
Álvares Machado,Presidente Prudente,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_pprudente/pp_presidente_prudente,Presidente Prudente,Não
Alvinlândia,Garça,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_bauru/bau_garca,Bauru,Não
Arandu,Avaré,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_bauru/bau_avare,Bauru,Não
Arealva,Bauru,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_bauru/bau_bauru,Bauru,Não
Areiópolis,São Manuel,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_bauru/bau_sao_manuel,Bauru,Não
Avaí,Bauru,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_bauru/bau_bauru,Bauru,Não
Balbinos,Pirajuí,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_bauru/bau_pirajui,Bauru,Não
Bernardino de Campos,Ipaussu,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_bauru/bau_ipaussu,Bauru,Não
Bocaina,Jaú,http://www.mpsp.mp.br/portal/page/portal/Promotorias_de_Justica/regioes_adm/relacoes_regionais/rel_regionais_bauru/bau_jau,Bauru,Não
